region,date,confirmed,death,recovered
Ethiopia,2020-02-10,0,0,0
Ethiopia,2020-02-11,0,0,0
Ethiopia,2020-02-12,0,0,0
Ethiopia,2020-02-13,0,0,0
Ethiopia,2020-02-14,0,0,0
Ethiopia,2020-02-15,0,0,0
Ethiopia,2020-02-16,0,0,0
Ethiopia,2020-02-17,0,0,0
Ethiopia,2020-02-18,0,0,0
Ethiopia,2020-02-19,0,0,0
Ethiopia,2020-02-20,0,0,0
Ethiopia,2020-02-21,0,0,0
Ethiopia,2020-02-22,0,0,0
Ethiopia,2020-02-23,0,0,0
Ethiopia,2020-02-24,0,0,0
Ethiopia,2020-02-25,0,0,0
Ethiopia,2020-02-26,0,0,0
Ethiopia,2020-02-27,0,0,0
Ethiopia,2020-02-28,0,0,0
Ethiopia,2020-02-29,0,0,0
Ethiopia,2020-03-01,0,0,0
Ethiopia,2020-03-02,0,0,0
Ethiopia,2020-03-03,0,0,0
Ethiopia,2020-03-04,0,0,0
Ethiopia,2020-03-05,0,0,0
Ethiopia,2020-03-06,0,0,0
Ethiopia,2020-03-07,0,0,0
Ethiopia,2020-03-08,0,0,0
Ethiopia,2020-03-09,0,0,0
Ethiopia,2020-03-10,0,0,0
Ethiopia,2020-03-11,0,0,0
Ethiopia,2020-03-12,0,0,0
Ethiopia,2020-03-13,1,0,0
Ethiopia,2020-03-14,1,0,0
Ethiopia,2020-03-15,1,0,0
Ethiopia,2020-03-16,5,0,0
Ethiopia,2020-03-17,5,0,0
Ethiopia,2020-03-18,6,0,0
Ethiopia,2020-03-19,6,0,0
Ethiopia,2020-03-20,9,0,0
Ethiopia,2020-03-21,9,0,0
Ethiopia,2020-03-22,11,0,0
Ethiopia,2020-03-23,11,0,0
Ethiopia,2020-03-24,12,0,0
Ethiopia,2020-03-25,12,0,0
Ethiopia,2020-03-26,12,0,0
Ethiopia,2020-03-27,16,0,0
Ethiopia,2020-03-28,16,0,0
Ethiopia,2020-03-29,21,0,0
Fiji,2020-01-22,0,0,0
Fiji,2020-01-23,0,0,0
Fiji,2020-01-24,0,0,0
Fiji,2020-01-25,0,0,0
Fiji,2020-01-26,0,0,0
Fiji,2020-01-27,0,0,0
Fiji,2020-01-28,0,0,0
Fiji,2020-01-29,0,0,0
Fiji,2020-01-30,0,0,0
Fiji,2020-01-31,0,0,0
Fiji,2020-02-01,0,0,0
Fiji,2020-02-02,0,0,0
Fiji,2020-02-03,0,0,0
Fiji,2020-02-04,0,0,0
Fiji,2020-02-05,0,0,0
Fiji,2020-02-06,0,0,0
Fiji,2020-02-07,0,0,0
Fiji,2020-02-08,0,0,0
Fiji,2020-02-09,0,0,0
Fiji,2020-02-10,0,0,0
Fiji,2020-02-11,0,0,0
Fiji,2020-02-12,0,0,0
Fiji,2020-02-13,0,0,0
Fiji,2020-02-14,0,0,0
Fiji,2020-02-15,0,0,0
Fiji,2020-02-16,0,0,0
Fiji,2020-02-17,0,0,0
Fiji,2020-02-18,0,0,0
Fiji,2020-02-19,0,0,0
Fiji,2020-02-20,0,0,0
Fiji,2020-02-21,0,0,0
Fiji,2020-02-22,0,0,0
Fiji,2020-02-23,0,0,0
Fiji,2020-02-24,0,0,0
Fiji,2020-02-25,0,0,0
Fiji,2020-02-26,0,0,0
Fiji,2020-02-27,0,0,0
Fiji,2020-02-28,0,0,0
Fiji,2020-02-29,0,0,0
Fiji,2020-03-01,0,0,0
Fiji,2020-03-02,0,0,0
Fiji,2020-03-03,0,0,0
Fiji,2020-03-04,0,0,0
Fiji,2020-03-05,0,0,0
Fiji,2020-03-06,0,0,0
Fiji,2020-03-07,0,0,0
Fiji,2020-03-08,0,0,0
Fiji,2020-03-09,0,0,0
Fiji,2020-03-10,0,0,0
Fiji,2020-03-11,0,0,0
Fiji,2020-03-12,0,0,0
Fiji,2020-03-13,0,0,0
Fiji,2020-03-14,0,0,0
Fiji,2020-03-15,0,0,0
Fiji,2020-03-16,0,0,0
Fiji,2020-03-17,0,0,0
Fiji,2020-03-18,0,0,0
Fiji,2020-03-19,1,0,0
Fiji,2020-03-20,1,0,0
Fiji,2020-03-21,1,0,0
Fiji,2020-03-22,2,0,0
Fiji,2020-03-23,3,0,0
Fiji,2020-03-24,4,0,0
Fiji,2020-03-25,5,0,0
Fiji,2020-03-26,5,0,0
Fiji,2020-03-27,5,0,0
Fiji,2020-03-28,5,0,0
Fiji,2020-03-29,5,0,0
Finland,2020-01-22,0,0,0
Finland,2020-01-23,0,0,0
Finland,2020-01-24,0,0,0
Finland,2020-01-25,0,0,0
Finland,2020-01-26,0,0,0
Finland,2020-01-27,0,0,0
Finland,2020-01-28,0,0,0
Finland,2020-01-29,1,0,0
Finland,2020-01-30,1,0,0
Finland,2020-01-31,1,0,0
Finland,2020-02-01,1,0,0
Finland,2020-02-02,1,0,0
Finland,2020-02-03,1,0,0
Finland,2020-02-04,1,0,0
Finland,2020-02-05,1,0,0
Finland,2020-02-06,1,0,0
Finland,2020-02-07,1,0,0
Finland,2020-02-08,1,0,0
Finland,2020-02-09,1,0,0
Finland,2020-02-10,1,0,0
Finland,2020-02-11,1,0,0
Finland,2020-02-12,1,0,0
Finland,2020-02-13,1,0,0
Finland,2020-02-14,1,0,0
Finland,2020-02-15,1,0,0
Finland,2020-02-16,1,0,0
Finland,2020-02-17,1,0,0
Finland,2020-02-18,1,0,0
Finland,2020-02-19,1,0,0
Finland,2020-02-20,1,0,0
Finland,2020-02-21,1,0,0
Finland,2020-02-22,1,0,0
Finland,2020-02-23,1,0,0
Finland,2020-02-24,1,0,0
Finland,2020-02-25,1,0,0
Finland,2020-02-26,2,0,0
Finland,2020-02-27,2,0,0
Finland,2020-02-28,2,0,0
Finland,2020-02-29,3,0,0
Finland,2020-03-01,6,0,0
Finland,2020-03-02,6,0,0
Finland,2020-03-03,6,0,0
Finland,2020-03-04,6,0,0
Finland,2020-03-05,12,0,0
Finland,2020-03-06,15,0,0
Finland,2020-03-07,15,0,0
Finland,2020-03-08,23,0,0
Finland,2020-03-09,30,0,0
Finland,2020-03-10,40,0,0
Finland,2020-03-11,59,0,0
Finland,2020-03-12,59,0,0
Finland,2020-03-13,155,0,0
Finland,2020-03-14,225,0,0
Finland,2020-03-15,244,0,0
Finland,2020-03-16,277,0,0
Finland,2020-03-17,321,0,0
Finland,2020-03-18,336,0,0
Finland,2020-03-19,400,0,0
Finland,2020-03-20,450,0,0
Finland,2020-03-21,523,0,0
Finland,2020-03-22,626,0,0
Finland,2020-03-23,700,0,0
Finland,2020-03-24,792,0,0
Finland,2020-03-25,880,0,0
Finland,2020-03-26,958,0,0
Finland,2020-03-27,1041,0,0
Finland,2020-03-28,1167,0,0
Finland,2020-03-29,1240,0,0
FrenchGuianaFrance,2020-01-22,0,0,0
FrenchGuianaFrance,2020-01-23,0,0,0
FrenchGuianaFrance,2020-01-24,0,0,0
FrenchGuianaFrance,2020-01-25,0,0,0
FrenchGuianaFrance,2020-01-26,0,0,0
FrenchGuianaFrance,2020-01-27,0,0,0
FrenchGuianaFrance,2020-01-28,0,0,0
FrenchGuianaFrance,2020-01-29,0,0,0
FrenchGuianaFrance,2020-01-30,0,0,0
FrenchGuianaFrance,2020-01-31,0,0,0
FrenchGuianaFrance,2020-02-01,0,0,0
FrenchGuianaFrance,2020-02-02,0,0,0
FrenchGuianaFrance,2020-02-03,0,0,0
FrenchGuianaFrance,2020-02-04,0,0,0
FrenchGuianaFrance,2020-02-05,0,0,0
FrenchGuianaFrance,2020-02-06,0,0,0
FrenchGuianaFrance,2020-02-07,0,0,0
FrenchGuianaFrance,2020-02-08,0,0,0
FrenchGuianaFrance,2020-02-09,0,0,0
FrenchGuianaFrance,2020-02-10,0,0,0
FrenchGuianaFrance,2020-02-11,0,0,0
FrenchGuianaFrance,2020-02-12,0,0,0
FrenchGuianaFrance,2020-02-13,0,0,0
FrenchGuianaFrance,2020-02-14,0,0,0
FrenchGuianaFrance,2020-02-15,0,0,0
FrenchGuianaFrance,2020-02-16,0,0,0
FrenchGuianaFrance,2020-02-17,0,0,0
FrenchGuianaFrance,2020-02-18,0,0,0
FrenchGuianaFrance,2020-02-19,0,0,0
FrenchGuianaFrance,2020-02-20,0,0,0
FrenchGuianaFrance,2020-02-21,0,0,0
FrenchGuianaFrance,2020-02-22,0,0,0
FrenchGuianaFrance,2020-02-23,0,0,0
FrenchGuianaFrance,2020-02-24,0,0,0
FrenchGuianaFrance,2020-02-25,0,0,0
FrenchGuianaFrance,2020-02-26,0,0,0
FrenchGuianaFrance,2020-02-27,0,0,0
FrenchGuianaFrance,2020-02-28,0,0,0
FrenchGuianaFrance,2020-02-29,0,0,0
FrenchGuianaFrance,2020-03-01,0,0,0
FrenchGuianaFrance,2020-03-02,0,0,0
FrenchGuianaFrance,2020-03-03,0,0,0
FrenchGuianaFrance,2020-03-04,0,0,0
FrenchGuianaFrance,2020-03-05,0,0,0
FrenchGuianaFrance,2020-03-06,0,0,0
FrenchGuianaFrance,2020-03-07,5,0,0
FrenchGuianaFrance,2020-03-08,5,0,0
FrenchGuianaFrance,2020-03-09,5,0,0
FrenchGuianaFrance,2020-03-10,5,0,0
FrenchGuianaFrance,2020-03-11,5,0,0
FrenchGuianaFrance,2020-03-12,5,0,0
FrenchGuianaFrance,2020-03-13,5,0,0
FrenchGuianaFrance,2020-03-14,5,0,0
FrenchGuianaFrance,2020-03-15,7,0,0
FrenchGuianaFrance,2020-03-16,11,0,0
FrenchGuianaFrance,2020-03-17,11,0,0
FrenchGuianaFrance,2020-03-18,11,0,0
FrenchGuianaFrance,2020-03-19,11,0,0
FrenchGuianaFrance,2020-03-20,15,0,0
FrenchGuianaFrance,2020-03-21,18,0,0
FrenchGuianaFrance,2020-03-22,18,0,0
FrenchGuianaFrance,2020-03-23,20,0,0
FrenchGuianaFrance,2020-03-24,23,0,0
FrenchGuianaFrance,2020-03-25,28,0,0
FrenchGuianaFrance,2020-03-26,28,0,0
FrenchGuianaFrance,2020-03-27,28,0,0
FrenchGuianaFrance,2020-03-28,28,0,0
FrenchGuianaFrance,2020-03-29,28,0,0
FrenchPolynesiaFrance,2020-01-22,0,0,0
FrenchPolynesiaFrance,2020-01-23,0,0,0
FrenchPolynesiaFrance,2020-01-24,0,0,0
FrenchPolynesiaFrance,2020-01-25,0,0,0
FrenchPolynesiaFrance,2020-01-26,0,0,0
FrenchPolynesiaFrance,2020-01-27,0,0,0
FrenchPolynesiaFrance,2020-01-28,0,0,0
FrenchPolynesiaFrance,2020-01-29,0,0,0
FrenchPolynesiaFrance,2020-01-30,0,0,0
FrenchPolynesiaFrance,2020-01-31,0,0,0
FrenchPolynesiaFrance,2020-02-01,0,0,0
FrenchPolynesiaFrance,2020-02-02,0,0,0
FrenchPolynesiaFrance,2020-02-03,0,0,0
FrenchPolynesiaFrance,2020-02-04,0,0,0
FrenchPolynesiaFrance,2020-02-05,0,0,0
FrenchPolynesiaFrance,2020-02-06,0,0,0
FrenchPolynesiaFrance,2020-02-07,0,0,0
FrenchPolynesiaFrance,2020-02-08,0,0,0
FrenchPolynesiaFrance,2020-02-09,0,0,0
FrenchPolynesiaFrance,2020-02-10,0,0,0
FrenchPolynesiaFrance,2020-02-11,0,0,0
FrenchPolynesiaFrance,2020-02-12,0,0,0
FrenchPolynesiaFrance,2020-02-13,0,0,0
FrenchPolynesiaFrance,2020-02-14,0,0,0
FrenchPolynesiaFrance,2020-02-15,0,0,0
FrenchPolynesiaFrance,2020-02-16,0,0,0
FrenchPolynesiaFrance,2020-02-17,0,0,0
FrenchPolynesiaFrance,2020-02-18,0,0,0
FrenchPolynesiaFrance,2020-02-19,0,0,0
FrenchPolynesiaFrance,2020-02-20,0,0,0
FrenchPolynesiaFrance,2020-02-21,0,0,0
FrenchPolynesiaFrance,2020-02-22,0,0,0
FrenchPolynesiaFrance,2020-02-23,0,0,0
FrenchPolynesiaFrance,2020-02-24,0,0,0
FrenchPolynesiaFrance,2020-02-25,0,0,0
FrenchPolynesiaFrance,2020-02-26,0,0,0
FrenchPolynesiaFrance,2020-02-27,0,0,0
FrenchPolynesiaFrance,2020-02-28,0,0,0
FrenchPolynesiaFrance,2020-02-29,0,0,0
FrenchPolynesiaFrance,2020-03-01,0,0,0
FrenchPolynesiaFrance,2020-03-02,0,0,0
FrenchPolynesiaFrance,2020-03-03,0,0,0
FrenchPolynesiaFrance,2020-03-04,0,0,0
FrenchPolynesiaFrance,2020-03-05,0,0,0
FrenchPolynesiaFrance,2020-03-06,0,0,0
FrenchPolynesiaFrance,2020-03-07,0,0,0
FrenchPolynesiaFrance,2020-03-08,0,0,0
FrenchPolynesiaFrance,2020-03-09,0,0,0
FrenchPolynesiaFrance,2020-03-10,0,0,0
FrenchPolynesiaFrance,2020-03-11,0,0,0
FrenchPolynesiaFrance,2020-03-12,0,0,0
FrenchPolynesiaFrance,2020-03-13,3,0,0
FrenchPolynesiaFrance,2020-03-14,3,0,0
FrenchPolynesiaFrance,2020-03-15,3,0,0
FrenchPolynesiaFrance,2020-03-16,3,0,0
FrenchPolynesiaFrance,2020-03-17,3,0,0
FrenchPolynesiaFrance,2020-03-18,3,0,0
FrenchPolynesiaFrance,2020-03-19,6,0,0
FrenchPolynesiaFrance,2020-03-20,11,0,0
FrenchPolynesiaFrance,2020-03-21,15,0,0
FrenchPolynesiaFrance,2020-03-22,18,0,0
FrenchPolynesiaFrance,2020-03-23,18,0,0
FrenchPolynesiaFrance,2020-03-24,25,0,0
FrenchPolynesiaFrance,2020-03-25,25,0,0
FrenchPolynesiaFrance,2020-03-26,30,0,0
FrenchPolynesiaFrance,2020-03-27,30,0,0
FrenchPolynesiaFrance,2020-03-28,30,0,0
FrenchPolynesiaFrance,2020-03-29,30,0,0
GuadeloupeFrance,2020-01-22,0,0,0
GuadeloupeFrance,2020-01-23,0,0,0
GuadeloupeFrance,2020-01-24,0,0,0
GuadeloupeFrance,2020-01-25,0,0,0
GuadeloupeFrance,2020-01-26,0,0,0
GuadeloupeFrance,2020-01-27,0,0,0
GuadeloupeFrance,2020-01-28,0,0,0
GuadeloupeFrance,2020-01-29,0,0,0
GuadeloupeFrance,2020-01-30,0,0,0
GuadeloupeFrance,2020-01-31,0,0,0
GuadeloupeFrance,2020-02-01,0,0,0
GuadeloupeFrance,2020-02-02,0,0,0
GuadeloupeFrance,2020-02-03,0,0,0
GuadeloupeFrance,2020-02-04,0,0,0
GuadeloupeFrance,2020-02-05,0,0,0
GuadeloupeFrance,2020-02-06,0,0,0
GuadeloupeFrance,2020-02-07,0,0,0
GuadeloupeFrance,2020-02-08,0,0,0
GuadeloupeFrance,2020-02-09,0,0,0
GuadeloupeFrance,2020-02-10,0,0,0
GuadeloupeFrance,2020-02-11,0,0,0
GuadeloupeFrance,2020-02-12,0,0,0
GuadeloupeFrance,2020-02-13,0,0,0
GuadeloupeFrance,2020-02-14,0,0,0
GuadeloupeFrance,2020-02-15,0,0,0
GuadeloupeFrance,2020-02-16,0,0,0
GuadeloupeFrance,2020-02-17,0,0,0
GuadeloupeFrance,2020-02-18,0,0,0
GuadeloupeFrance,2020-02-19,0,0,0
GuadeloupeFrance,2020-02-20,0,0,0
GuadeloupeFrance,2020-02-21,0,0,0
GuadeloupeFrance,2020-02-22,0,0,0
GuadeloupeFrance,2020-02-23,0,0,0
GuadeloupeFrance,2020-02-24,0,0,0
GuadeloupeFrance,2020-02-25,0,0,0
GuadeloupeFrance,2020-02-26,0,0,0
GuadeloupeFrance,2020-02-27,0,0,0
GuadeloupeFrance,2020-02-28,0,0,0
GuadeloupeFrance,2020-02-29,0,0,0
GuadeloupeFrance,2020-03-01,0,0,0
GuadeloupeFrance,2020-03-02,0,0,0
GuadeloupeFrance,2020-03-03,0,0,0
GuadeloupeFrance,2020-03-04,0,0,0
GuadeloupeFrance,2020-03-05,0,0,0
GuadeloupeFrance,2020-03-06,0,0,0
GuadeloupeFrance,2020-03-07,0,0,0
GuadeloupeFrance,2020-03-08,0,0,0
GuadeloupeFrance,2020-03-09,0,0,0
GuadeloupeFrance,2020-03-10,0,0,0
GuadeloupeFrance,2020-03-11,0,0,0
GuadeloupeFrance,2020-03-12,0,0,0
GuadeloupeFrance,2020-03-13,1,0,0
GuadeloupeFrance,2020-03-14,1,0,0
GuadeloupeFrance,2020-03-15,3,0,0
GuadeloupeFrance,2020-03-16,6,0,0
GuadeloupeFrance,2020-03-17,18,0,0
GuadeloupeFrance,2020-03-18,27,0,0
GuadeloupeFrance,2020-03-19,33,0,0
GuadeloupeFrance,2020-03-20,45,0,0
GuadeloupeFrance,2020-03-21,53,0,0
GuadeloupeFrance,2020-03-22,58,0,0
GuadeloupeFrance,2020-03-23,62,0,0
GuadeloupeFrance,2020-03-24,62,0,0
GuadeloupeFrance,2020-03-25,73,0,0
GuadeloupeFrance,2020-03-26,73,0,0
GuadeloupeFrance,2020-03-27,73,0,0
GuadeloupeFrance,2020-03-28,102,0,0
GuadeloupeFrance,2020-03-29,106,0,0
MayotteFrance,2020-01-22,0,0,0
MayotteFrance,2020-01-23,0,0,0
MayotteFrance,2020-01-24,0,0,0
MayotteFrance,2020-01-25,0,0,0
MayotteFrance,2020-01-26,0,0,0
MayotteFrance,2020-01-27,0,0,0
MayotteFrance,2020-01-28,0,0,0
MayotteFrance,2020-01-29,0,0,0
MayotteFrance,2020-01-30,0,0,0
MayotteFrance,2020-01-31,0,0,0
MayotteFrance,2020-02-01,0,0,0
MayotteFrance,2020-02-02,0,0,0
MayotteFrance,2020-02-03,0,0,0
MayotteFrance,2020-02-04,0,0,0
MayotteFrance,2020-02-05,0,0,0
MayotteFrance,2020-02-06,0,0,0
MayotteFrance,2020-02-07,0,0,0
MayotteFrance,2020-02-08,0,0,0
MayotteFrance,2020-02-09,0,0,0
MayotteFrance,2020-02-10,0,0,0
MayotteFrance,2020-02-11,0,0,0
MayotteFrance,2020-02-12,0,0,0
MayotteFrance,2020-02-13,0,0,0
MayotteFrance,2020-02-14,0,0,0
MayotteFrance,2020-02-15,0,0,0
MayotteFrance,2020-02-16,0,0,0
MayotteFrance,2020-02-17,0,0,0
MayotteFrance,2020-02-18,0,0,0
MayotteFrance,2020-02-19,0,0,0
MayotteFrance,2020-02-20,0,0,0
MayotteFrance,2020-02-21,0,0,0
MayotteFrance,2020-02-22,0,0,0
MayotteFrance,2020-02-23,0,0,0
MayotteFrance,2020-02-24,0,0,0
MayotteFrance,2020-02-25,0,0,0
MayotteFrance,2020-02-26,0,0,0
MayotteFrance,2020-02-27,0,0,0
MayotteFrance,2020-02-28,0,0,0
MayotteFrance,2020-02-29,0,0,0
MayotteFrance,2020-03-01,0,0,0
MayotteFrance,2020-03-02,0,0,0
MayotteFrance,2020-03-03,0,0,0
MayotteFrance,2020-03-04,0,0,0
MayotteFrance,2020-03-05,0,0,0
MayotteFrance,2020-03-06,0,0,0
MayotteFrance,2020-03-07,0,0,0
MayotteFrance,2020-03-08,0,0,0
MayotteFrance,2020-03-09,0,0,0
MayotteFrance,2020-03-10,0,0,0
MayotteFrance,2020-03-11,0,0,0
MayotteFrance,2020-03-12,0,0,0
MayotteFrance,2020-03-13,0,0,0
MayotteFrance,2020-03-14,0,0,0
MayotteFrance,2020-03-15,1,0,0
MayotteFrance,2020-03-16,1,0,0
MayotteFrance,2020-03-17,1,0,0
MayotteFrance,2020-03-18,3,0,0
MayotteFrance,2020-03-19,3,0,0
MayotteFrance,2020-03-20,6,0,0
MayotteFrance,2020-03-21,7,0,0
MayotteFrance,2020-03-22,11,0,0
MayotteFrance,2020-03-23,24,0,0
MayotteFrance,2020-03-24,36,0,0
MayotteFrance,2020-03-25,36,0,0
MayotteFrance,2020-03-26,36,0,0
MayotteFrance,2020-03-27,50,0,0
MayotteFrance,2020-03-28,63,0,0
MayotteFrance,2020-03-29,63,0,0
NewCaledoniaFrance,2020-01-22,0,0,0
NewCaledoniaFrance,2020-01-23,0,0,0
NewCaledoniaFrance,2020-01-24,0,0,0
NewCaledoniaFrance,2020-01-25,0,0,0
NewCaledoniaFrance,2020-01-26,0,0,0
NewCaledoniaFrance,2020-01-27,0,0,0
NewCaledoniaFrance,2020-01-28,0,0,0
NewCaledoniaFrance,2020-01-29,0,0,0
NewCaledoniaFrance,2020-01-30,0,0,0
NewCaledoniaFrance,2020-01-31,0,0,0
NewCaledoniaFrance,2020-02-01,0,0,0
NewCaledoniaFrance,2020-02-02,0,0,0
NewCaledoniaFrance,2020-02-03,0,0,0
NewCaledoniaFrance,2020-02-04,0,0,0
NewCaledoniaFrance,2020-02-05,0,0,0
NewCaledoniaFrance,2020-02-06,0,0,0
NewCaledoniaFrance,2020-02-07,0,0,0
NewCaledoniaFrance,2020-02-08,0,0,0
NewCaledoniaFrance,2020-02-09,0,0,0
NewCaledoniaFrance,2020-02-10,0,0,0
NewCaledoniaFrance,2020-02-11,0,0,0
NewCaledoniaFrance,2020-02-12,0,0,0
NewCaledoniaFrance,2020-02-13,0,0,0
NewCaledoniaFrance,2020-02-14,0,0,0
NewCaledoniaFrance,2020-02-15,0,0,0
NewCaledoniaFrance,2020-02-16,0,0,0
NewCaledoniaFrance,2020-02-17,0,0,0
NewCaledoniaFrance,2020-02-18,0,0,0
NewCaledoniaFrance,2020-02-19,0,0,0
NewCaledoniaFrance,2020-02-20,0,0,0
NewCaledoniaFrance,2020-02-21,0,0,0
NewCaledoniaFrance,2020-02-22,0,0,0
NewCaledoniaFrance,2020-02-23,0,0,0
NewCaledoniaFrance,2020-02-24,0,0,0
NewCaledoniaFrance,2020-02-25,0,0,0
NewCaledoniaFrance,2020-02-26,0,0,0
NewCaledoniaFrance,2020-02-27,0,0,0
NewCaledoniaFrance,2020-02-28,0,0,0
NewCaledoniaFrance,2020-02-29,0,0,0
NewCaledoniaFrance,2020-03-01,0,0,0
NewCaledoniaFrance,2020-03-02,0,0,0
NewCaledoniaFrance,2020-03-03,0,0,0
NewCaledoniaFrance,2020-03-04,0,0,0
NewCaledoniaFrance,2020-03-05,0,0,0
NewCaledoniaFrance,2020-03-06,0,0,0
NewCaledoniaFrance,2020-03-07,0,0,0
NewCaledoniaFrance,2020-03-08,0,0,0
NewCaledoniaFrance,2020-03-09,0,0,0
NewCaledoniaFrance,2020-03-10,0,0,0
NewCaledoniaFrance,2020-03-11,0,0,0
NewCaledoniaFrance,2020-03-12,0,0,0
NewCaledoniaFrance,2020-03-13,0,0,0
NewCaledoniaFrance,2020-03-14,0,0,0
NewCaledoniaFrance,2020-03-15,0,0,0
NewCaledoniaFrance,2020-03-16,0,0,0
NewCaledoniaFrance,2020-03-17,0,0,0
NewCaledoniaFrance,2020-03-18,0,0,0
NewCaledoniaFrance,2020-03-19,2,0,0
NewCaledoniaFrance,2020-03-20,2,0,0
NewCaledoniaFrance,2020-03-21,4,0,0
NewCaledoniaFrance,2020-03-22,4,0,0
NewCaledoniaFrance,2020-03-23,8,0,0
NewCaledoniaFrance,2020-03-24,10,0,0
NewCaledoniaFrance,2020-03-25,14,0,0
NewCaledoniaFrance,2020-03-26,14,0,0
NewCaledoniaFrance,2020-03-27,15,0,0
NewCaledoniaFrance,2020-03-28,15,0,0
NewCaledoniaFrance,2020-03-29,15,0,0
ReunionFrance,2020-01-22,0,0,0
ReunionFrance,2020-01-23,0,0,0
ReunionFrance,2020-01-24,0,0,0
ReunionFrance,2020-01-25,0,0,0
ReunionFrance,2020-01-26,0,0,0
ReunionFrance,2020-01-27,0,0,0
ReunionFrance,2020-01-28,0,0,0
ReunionFrance,2020-01-29,0,0,0
ReunionFrance,2020-01-30,0,0,0
ReunionFrance,2020-01-31,0,0,0
ReunionFrance,2020-02-01,0,0,0
ReunionFrance,2020-02-02,0,0,0
ReunionFrance,2020-02-03,0,0,0
ReunionFrance,2020-02-04,0,0,0
ReunionFrance,2020-02-05,0,0,0
ReunionFrance,2020-02-06,0,0,0
ReunionFrance,2020-02-07,0,0,0
ReunionFrance,2020-02-08,0,0,0
ReunionFrance,2020-02-09,0,0,0
ReunionFrance,2020-02-10,0,0,0
ReunionFrance,2020-02-11,0,0,0
ReunionFrance,2020-02-12,0,0,0
ReunionFrance,2020-02-13,0,0,0
ReunionFrance,2020-02-14,0,0,0
ReunionFrance,2020-02-15,0,0,0
ReunionFrance,2020-02-16,0,0,0
ReunionFrance,2020-02-17,0,0,0
ReunionFrance,2020-02-18,0,0,0
ReunionFrance,2020-02-19,0,0,0
ReunionFrance,2020-02-20,0,0,0
ReunionFrance,2020-02-21,0,0,0
ReunionFrance,2020-02-22,0,0,0
ReunionFrance,2020-02-23,0,0,0
ReunionFrance,2020-02-24,0,0,0
ReunionFrance,2020-02-25,0,0,0
ReunionFrance,2020-02-26,0,0,0
ReunionFrance,2020-02-27,0,0,0
ReunionFrance,2020-02-28,0,0,0
ReunionFrance,2020-02-29,0,0,0
ReunionFrance,2020-03-01,0,0,0
ReunionFrance,2020-03-02,0,0,0
ReunionFrance,2020-03-03,0,0,0
ReunionFrance,2020-03-04,0,0,0
ReunionFrance,2020-03-05,0,0,0
ReunionFrance,2020-03-06,0,0,0
ReunionFrance,2020-03-07,0,0,0
ReunionFrance,2020-03-08,0,0,0
ReunionFrance,2020-03-09,0,0,0
ReunionFrance,2020-03-10,0,0,0
ReunionFrance,2020-03-11,1,0,0
ReunionFrance,2020-03-12,1,0,0
ReunionFrance,2020-03-13,5,0,0
ReunionFrance,2020-03-14,6,0,0
ReunionFrance,2020-03-15,7,0,0
ReunionFrance,2020-03-16,9,0,0
ReunionFrance,2020-03-17,9,0,0
ReunionFrance,2020-03-18,12,0,0
ReunionFrance,2020-03-19,14,0,0
ReunionFrance,2020-03-20,28,0,0
ReunionFrance,2020-03-21,45,0,0
ReunionFrance,2020-03-22,64,0,0
ReunionFrance,2020-03-23,71,0,0
ReunionFrance,2020-03-24,94,0,0
ReunionFrance,2020-03-25,111,0,0
ReunionFrance,2020-03-26,135,0,0
ReunionFrance,2020-03-27,145,0,0
ReunionFrance,2020-03-28,183,0,0
ReunionFrance,2020-03-29,183,0,0
SaintBarthelemyFrance,2020-01-22,0,0,0
SaintBarthelemyFrance,2020-01-23,0,0,0
SaintBarthelemyFrance,2020-01-24,0,0,0
SaintBarthelemyFrance,2020-01-25,0,0,0
SaintBarthelemyFrance,2020-01-26,0,0,0
SaintBarthelemyFrance,2020-01-27,0,0,0
SaintBarthelemyFrance,2020-01-28,0,0,0
SaintBarthelemyFrance,2020-01-29,0,0,0
SaintBarthelemyFrance,2020-01-30,0,0,0
SaintBarthelemyFrance,2020-01-31,0,0,0
SaintBarthelemyFrance,2020-02-01,0,0,0
SaintBarthelemyFrance,2020-02-02,0,0,0
SaintBarthelemyFrance,2020-02-03,0,0,0
SaintBarthelemyFrance,2020-02-04,0,0,0
SaintBarthelemyFrance,2020-02-05,0,0,0
SaintBarthelemyFrance,2020-02-06,0,0,0
SaintBarthelemyFrance,2020-02-07,0,0,0
SaintBarthelemyFrance,2020-02-08,0,0,0
SaintBarthelemyFrance,2020-02-09,0,0,0
SaintBarthelemyFrance,2020-02-10,0,0,0
SaintBarthelemyFrance,2020-02-11,0,0,0
SaintBarthelemyFrance,2020-02-12,0,0,0
SaintBarthelemyFrance,2020-02-13,0,0,0
SaintBarthelemyFrance,2020-02-14,0,0,0
SaintBarthelemyFrance,2020-02-15,0,0,0
SaintBarthelemyFrance,2020-02-16,0,0,0
SaintBarthelemyFrance,2020-02-17,0,0,0
SaintBarthelemyFrance,2020-02-18,0,0,0
SaintBarthelemyFrance,2020-02-19,0,0,0
SaintBarthelemyFrance,2020-02-20,0,0,0
SaintBarthelemyFrance,2020-02-21,0,0,0
SaintBarthelemyFrance,2020-02-22,0,0,0
SaintBarthelemyFrance,2020-02-23,0,0,0
SaintBarthelemyFrance,2020-02-24,0,0,0
